
Predictions were generated on 06-Sep-2024 at 17:54:47 using FAST (v8.16.00a-bjj, 27-Jul-2016), compiled as a 32-bit application using single precision
 linked with  NWTC Subroutine Library (v2.09.00, 23-Jul-2016); ElastoDyn (v1.04.00a-bjj, 26-Jul-2016); InflowWind (v3.03.00, 26-Jul-2016); AeroDyn14 (v14.05.01a-bjj, 25-Jul-2016); ServoDyn (v1.06.00a-bjj, 26-Jul-2016)

Description from the FAST input file: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time      	Wind1VelX 	BldPitch1 	RotSpeed  	TTDspFA   	TwrBsMyt  	LSShftTq  	RootMyc1  	GenPwr    	GenTq     
(s)       	(m/s)     	(deg)     	(rpm)     	(m)       	(kN·m)    	(kN·m)    	(kN·m)    	(kW)      	(kN·m)    
   14.0000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.797E+03	 5.000E+03	 4.309E+01
   14.0125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.793E+03	 5.000E+03	 4.309E+01
   14.0250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.790E+03	 5.000E+03	 4.309E+01
   14.0375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.787E+03	 5.000E+03	 4.309E+01
   14.0500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.784E+03	 5.000E+03	 4.309E+01
   14.0625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.780E+03	 5.000E+03	 4.309E+01
   14.0750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.777E+03	 5.000E+03	 4.309E+01
   14.0875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.774E+03	 5.000E+03	 4.309E+01
   14.1000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.771E+03	 5.000E+03	 4.309E+01
   14.1125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.767E+03	 5.000E+03	 4.309E+01
   14.1250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.764E+03	 5.000E+03	 4.309E+01
   14.1375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.761E+03	 5.000E+03	 4.309E+01
   14.1500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.757E+03	 5.000E+03	 4.309E+01
   14.1625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.754E+03	 5.000E+03	 4.309E+01
   14.1750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.750E+03	 5.000E+03	 4.309E+01
   14.1875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.747E+03	 5.000E+03	 4.309E+01
   14.2000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.744E+03	 5.000E+03	 4.309E+01
   14.2125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.740E+03	 5.000E+03	 4.309E+01
   14.2250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.737E+03	 5.000E+03	 4.309E+01
   14.2375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.733E+03	 5.000E+03	 4.309E+01
   14.2500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.730E+03	 5.000E+03	 4.309E+01
   14.2625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.727E+03	 5.000E+03	 4.309E+01
   14.2750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.723E+03	 5.000E+03	 4.309E+01
   14.2875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.720E+03	 5.000E+03	 4.309E+01
   14.3000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.716E+03	 5.000E+03	 4.309E+01
   14.3125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.713E+03	 5.000E+03	 4.309E+01
   14.3250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.710E+03	 5.000E+03	 4.309E+01
   14.3375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.706E+03	 5.000E+03	 4.309E+01
   14.3500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.703E+03	 5.000E+03	 4.309E+01
   14.3625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.700E+03	 5.000E+03	 4.309E+01
   14.3750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.696E+03	 5.000E+03	 4.309E+01
   14.3875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.693E+03	 5.000E+03	 4.309E+01
   14.4000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.689E+03	 5.000E+03	 4.309E+01
   14.4125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.686E+03	 5.000E+03	 4.309E+01
   14.4250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.683E+03	 5.000E+03	 4.309E+01
   14.4375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.679E+03	 5.000E+03	 4.309E+01
   14.4500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.676E+03	 5.000E+03	 4.309E+01
   14.4625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.673E+03	 5.000E+03	 4.309E+01
   14.4750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.670E+03	 5.000E+03	 4.309E+01
   14.4875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.666E+03	 5.000E+03	 4.309E+01
   14.5000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.663E+03	 5.000E+03	 4.309E+01
   14.5125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.660E+03	 5.000E+03	 4.309E+01
   14.5250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.657E+03	 5.000E+03	 4.309E+01
   14.5375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.653E+03	 5.000E+03	 4.309E+01
   14.5500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.650E+03	 5.000E+03	 4.309E+01
   14.5625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.647E+03	 5.000E+03	 4.309E+01
   14.5750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.644E+03	 5.000E+03	 4.309E+01
   14.5875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.641E+03	 5.000E+03	 4.309E+01
   14.6000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.637E+03	 5.000E+03	 4.309E+01
   14.6125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.634E+03	 5.000E+03	 4.309E+01
   14.6250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.631E+03	 5.000E+03	 4.309E+01
   14.6375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.628E+03	 5.000E+03	 4.309E+01
   14.6500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.625E+03	 5.000E+03	 4.309E+01
   14.6625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.622E+03	 5.000E+03	 4.309E+01
   14.6750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.619E+03	 5.000E+03	 4.309E+01
   14.6875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.616E+03	 5.000E+03	 4.309E+01
   14.7000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.613E+03	 5.000E+03	 4.309E+01
   14.7125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.611E+03	 5.000E+03	 4.309E+01
   14.7250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.608E+03	 5.000E+03	 4.309E+01
   14.7375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.605E+03	 5.000E+03	 4.309E+01
   14.7500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.602E+03	 5.000E+03	 4.309E+01
   14.7625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.599E+03	 5.000E+03	 4.309E+01
   14.7750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.596E+03	 5.000E+03	 4.309E+01
   14.7875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.594E+03	 5.000E+03	 4.309E+01
   14.8000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.591E+03	 5.000E+03	 4.309E+01
   14.8125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.588E+03	 5.000E+03	 4.309E+01
   14.8250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.585E+03	 5.000E+03	 4.309E+01
   14.8375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.583E+03	 5.000E+03	 4.309E+01
   14.8500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.580E+03	 5.000E+03	 4.309E+01
   14.8625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.578E+03	 5.000E+03	 4.309E+01
   14.8750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.575E+03	 5.000E+03	 4.309E+01
   14.8875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.573E+03	 5.000E+03	 4.309E+01
   14.9000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.570E+03	 5.000E+03	 4.309E+01
   14.9125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.568E+03	 5.000E+03	 4.309E+01
   14.9250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.565E+03	 5.000E+03	 4.309E+01
   14.9375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.563E+03	 5.000E+03	 4.309E+01
   14.9500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.561E+03	 5.000E+03	 4.309E+01
   14.9625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.558E+03	 5.000E+03	 4.309E+01
   14.9750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.372E+04	 4.180E+03	 5.556E+03	 5.000E+03	 4.309E+01
   14.9875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.554E+03	 5.000E+03	 4.309E+01
   15.0000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.552E+03	 5.000E+03	 4.309E+01
   15.0125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.550E+03	 5.000E+03	 4.309E+01
   15.0250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.547E+03	 5.000E+03	 4.309E+01
   15.0375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.545E+03	 5.000E+03	 4.309E+01
   15.0500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.543E+03	 5.000E+03	 4.309E+01
   15.0625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.541E+03	 5.000E+03	 4.309E+01
   15.0750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.539E+03	 5.000E+03	 4.309E+01
   15.0875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.538E+03	 5.000E+03	 4.309E+01
   15.1000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.536E+03	 5.000E+03	 4.309E+01
   15.1125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.534E+03	 5.000E+03	 4.309E+01
   15.1250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.532E+03	 5.000E+03	 4.309E+01
   15.1375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.530E+03	 5.000E+03	 4.309E+01
   15.1500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.529E+03	 5.000E+03	 4.309E+01
   15.1625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.527E+03	 5.000E+03	 4.309E+01
   15.1750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.526E+03	 5.000E+03	 4.309E+01
   15.1875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.524E+03	 5.000E+03	 4.309E+01
   15.2000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.523E+03	 5.000E+03	 4.309E+01
   15.2125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.521E+03	 5.000E+03	 4.309E+01
   15.2250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.520E+03	 5.000E+03	 4.309E+01
   15.2375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.519E+03	 5.000E+03	 4.309E+01
   15.2500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.517E+03	 5.000E+03	 4.309E+01
   15.2625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.516E+03	 5.000E+03	 4.309E+01
   15.2750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.515E+03	 5.000E+03	 4.309E+01
   15.2875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.514E+03	 5.000E+03	 4.309E+01
   15.3000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.513E+03	 5.000E+03	 4.309E+01
   15.3125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.512E+03	 5.000E+03	 4.309E+01
   15.3250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.511E+03	 5.000E+03	 4.309E+01
   15.3375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.510E+03	 5.000E+03	 4.309E+01
   15.3500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.509E+03	 5.000E+03	 4.309E+01
   15.3625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.508E+03	 5.000E+03	 4.309E+01
   15.3750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.507E+03	 5.000E+03	 4.309E+01
   15.3875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.507E+03	 5.000E+03	 4.309E+01
   15.4000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.506E+03	 5.000E+03	 4.309E+01
   15.4125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.505E+03	 5.000E+03	 4.309E+01
   15.4250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.505E+03	 5.000E+03	 4.309E+01
   15.4375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.504E+03	 5.000E+03	 4.309E+01
   15.4500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.504E+03	 5.000E+03	 4.309E+01
   15.4625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.504E+03	 5.000E+03	 4.309E+01
   15.4750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.503E+03	 5.000E+03	 4.309E+01
   15.4875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.503E+03	 5.000E+03	 4.309E+01
   15.5000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.503E+03	 5.000E+03	 4.309E+01
   15.5125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.503E+03	 5.000E+03	 4.309E+01
   15.5250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.503E+03	 5.000E+03	 4.309E+01
   15.5375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.502E+03	 5.000E+03	 4.309E+01
   15.5500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.502E+03	 5.000E+03	 4.309E+01
   15.5625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.503E+03	 5.000E+03	 4.309E+01
   15.5750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.503E+03	 5.000E+03	 4.309E+01
   15.5875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.503E+03	 5.000E+03	 4.309E+01
   15.6000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.503E+03	 5.000E+03	 4.309E+01
   15.6125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.503E+03	 5.000E+03	 4.309E+01
   15.6250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.504E+03	 5.000E+03	 4.309E+01
   15.6375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.504E+03	 5.000E+03	 4.309E+01
   15.6500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.504E+03	 5.000E+03	 4.309E+01
   15.6625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.505E+03	 5.000E+03	 4.309E+01
   15.6750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.505E+03	 5.000E+03	 4.309E+01
   15.6875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.506E+03	 5.000E+03	 4.309E+01
   15.7000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.507E+03	 5.000E+03	 4.309E+01
   15.7125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.507E+03	 5.000E+03	 4.309E+01
   15.7250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.508E+03	 5.000E+03	 4.309E+01
   15.7375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.509E+03	 5.000E+03	 4.309E+01
   15.7500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.510E+03	 5.000E+03	 4.309E+01
   15.7625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.511E+03	 5.000E+03	 4.309E+01
   15.7750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.512E+03	 5.000E+03	 4.309E+01
   15.7875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.513E+03	 5.000E+03	 4.309E+01
   15.8000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.514E+03	 5.000E+03	 4.309E+01
   15.8125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.515E+03	 5.000E+03	 4.309E+01
   15.8250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.516E+03	 5.000E+03	 4.309E+01
   15.8375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.517E+03	 5.000E+03	 4.309E+01
   15.8500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.519E+03	 5.000E+03	 4.309E+01
   15.8625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.520E+03	 5.000E+03	 4.309E+01
   15.8750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.522E+03	 5.000E+03	 4.309E+01
   15.8875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.523E+03	 5.000E+03	 4.309E+01
   15.9000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.525E+03	 5.000E+03	 4.309E+01
   15.9125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.526E+03	 5.000E+03	 4.309E+01
   15.9250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.528E+03	 5.000E+03	 4.309E+01
   15.9375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.529E+03	 5.000E+03	 4.309E+01
   15.9500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.370E+04	 4.180E+03	 5.531E+03	 5.000E+03	 4.309E+01
   15.9625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.533E+03	 5.000E+03	 4.309E+01
   15.9750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.535E+03	 5.000E+03	 4.309E+01
   15.9875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.537E+03	 5.000E+03	 4.309E+01
   16.0000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.539E+03	 5.000E+03	 4.309E+01
   16.0125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.541E+03	 5.000E+03	 4.309E+01
   16.0250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.543E+03	 5.000E+03	 4.309E+01
   16.0375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.545E+03	 5.000E+03	 4.309E+01
   16.0500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.547E+03	 5.000E+03	 4.309E+01
   16.0625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.549E+03	 5.000E+03	 4.309E+01
   16.0750	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.551E+03	 5.000E+03	 4.309E+01
   16.0875	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.553E+03	 5.000E+03	 4.309E+01
   16.1000	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.556E+03	 5.000E+03	 4.309E+01
   16.1125	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.558E+03	 5.000E+03	 4.309E+01
   16.1250	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.560E+03	 5.000E+03	 4.309E+01
   16.1375	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.563E+03	 5.000E+03	 4.309E+01
   16.1500	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.565E+03	 5.000E+03	 4.309E+01
   16.1625	 1.600E+01	 1.203E+01	 1.210E+01	 0.000E+00	 3.371E+04	 4.180E+03	 5.568E+03	 5.000E+03	 4.309E+01
